,online_order,book_table,votes,approx_cost(for two people),location_code,rest_type_code,cuisines_code,listed_in(type)_code
43355,0,1,558.0,1100.0,8,71,1229,4
19235,0,0,6.0,200.0,59,73,1654,4
11146,1,0,14.0,250.0,43,73,370,4
34553,0,0,25.0,500.0,0,24,1357,4
12956,1,0,24.0,250.0,8,37,1323,4
2178,0,0,17.0,600.0,3,77,1167,4
36283,0,0,9.0,800.0,46,86,2171,2
27187,1,0,106.0,300.0,25,73,342,2
8583,1,0,115.0,700.0,22,24,2269,2
32706,1,0,576.5800000000017,600.0,43,24,1923,2
24736,1,0,119.0,750.0,34,24,392,4
19977,1,0,6.0,300.0,0,73,1969,2
48703,0,0,0.0,200.0,75,73,2219,4
12546,0,0,79.0,500.0,12,73,720,4
42601,1,0,17.0,600.0,12,73,1654,2
7105,1,0,6.0,250.0,9,0,227,2
38685,0,1,342.0,1300.0,62,46,1378,4
362,1,0,123.0,200.0,1,73,1116,2
37771,0,0,74.0,500.0,77,16,545,1
21556,0,0,98.0,800.0,1,6,1682,4
40386,1,0,88.0,200.0,63,73,1221,4
2809,1,0,137.0,300.0,0,73,2031,2
30139,1,0,310.0,750.0,30,16,562,2
29225,1,1,576.5800000000017,1300.0,43,29,991,5
49451,1,0,19.0,600.0,72,73,359,2
48035,1,0,18.0,200.0,8,11,313,3
21580,0,0,231.0,800.0,28,37,1085,4
11366,0,0,56.0,400.0,3,73,2262,4
46429,1,0,252.0,400.0,53,16,642,2
7672,0,1,65.0,400.0,9,17,519,3
24989,1,1,576.5800000000017,700.0,2,24,1830,4
5322,1,0,159.0,300.0,77,73,2031,2
27086,1,0,18.0,500.0,22,73,474,2
24408,1,0,4.0,300.0,21,73,720,2
5605,0,0,7.0,500.0,66,73,2200,2
50539,1,0,120.0,800.0,9,24,2196,2
47357,1,0,295.0,500.0,66,86,1939,2
17097,1,1,411.0,750.0,22,24,1917,4
8579,1,1,174.0,800.0,30,24,1280,2
48985,1,0,0.0,350.0,6,73,172,2
1053,1,0,110.0,800.0,3,24,52,2
5335,1,1,54.0,800.0,50,16,632,2
3386,0,0,52.0,150.0,4,73,2185,4
48783,1,1,576.5800000000017,1300.0,49,27,2054,5
18006,1,0,94.0,550.0,79,24,1514,2
15852,1,0,223.0,500.0,0,36,1682,2
37610,0,0,576.5800000000017,1300.0,43,68,1237,6
38358,0,0,15.0,350.0,11,55,1161,2
37615,0,1,576.5800000000017,1300.0,43,30,1101,6
15883,1,0,45.0,300.0,22,86,1210,2
24279,1,0,383.0,700.0,35,24,785,2
9140,1,0,397.0,450.0,22,37,1323,2
14564,0,0,76.0,1300.0,19,57,1229,5
1211,1,0,97.0,600.0,28,24,416,2
29817,1,0,533.0,600.0,43,24,848,2
38366,0,0,6.0,450.0,52,24,1769,2
44057,1,0,46.0,400.0,57,73,2396,2
41122,1,1,576.5800000000017,600.0,54,24,1656,2
33849,0,0,7.0,1000.0,44,24,1991,4
20629,1,0,24.0,550.0,45,16,492,2
28824,0,0,14.0,400.0,43,73,978,4
7298,0,0,0.0,300.0,84,73,1682,2
5618,1,0,96.0,650.0,20,86,1038,2
47348,0,0,6.0,400.0,14,16,492,1
6031,0,0,10.0,200.0,8,50,2266,4
42352,1,1,576.5800000000017,750.0,20,24,147,2
51042,0,1,576.5800000000017,1300.0,84,24,198,4
11292,0,0,7.0,850.0,43,24,885,4
36959,1,0,76.0,300.0,41,73,2287,4
37210,1,0,117.0,600.0,0,24,1660,4
43401,1,0,110.0,700.0,75,24,1587,4
9187,1,0,508.0,1000.0,28,23,647,2
37922,1,0,18.0,400.0,79,73,1704,2
23223,1,0,18.0,200.0,28,62,1269,4
44389,0,0,54.0,400.0,57,37,234,3
24405,0,0,161.0,300.0,2,73,345,2
38500,1,0,36.0,250.0,12,37,1323,3
48837,0,1,282.0,1300.0,6,24,201,0
16236,1,0,340.0,400.0,22,73,2254,2
22367,1,0,187.0,400.0,0,73,52,2
4263,1,0,0.0,300.0,6,73,2235,2
24764,1,0,434.0,750.0,34,24,2071,4
2487,1,0,576.5800000000017,750.0,30,24,1950,0
582,0,0,46.0,400.0,1,84,1558,4
6792,1,0,175.0,600.0,84,43,1069,1
9974,0,0,42.0,150.0,43,73,2337,2
16460,1,0,400.0,850.0,22,24,858,2
38765,0,0,406.0,1000.0,50,68,1682,4
39576,1,0,84.0,150.0,73,73,2321,2
25012,1,0,71.0,250.0,2,73,763,4
12084,0,0,32.0,800.0,14,24,1865,2
46992,0,0,10.0,400.0,53,24,411,4
16314,1,0,0.0,300.0,22,73,2195,2
151,1,0,124.0,400.0,47,73,823,2
6103,0,1,340.0,1300.0,50,24,1341,4
12275,1,0,34.0,300.0,15,37,1077,2
16446,1,0,84.0,200.0,6,73,2321,2
42189,1,1,576.5800000000017,1300.0,49,24,1360,0
10313,1,0,24.0,500.0,3,50,1080,3
35541,1,0,75.0,150.0,22,73,1558,2
3230,0,0,356.0,150.0,1,83,1547,3
12130,1,0,27.0,200.0,20,73,2211,2
11946,0,0,77.0,500.0,50,73,1735,2
36187,0,0,14.0,300.0,76,36,1287,2
28531,1,0,107.0,500.0,39,24,1617,4
8482,1,0,196.0,500.0,42,73,1617,2
37967,1,0,59.0,300.0,14,83,1187,2
2018,0,0,59.0,500.0,3,24,798,4
50187,0,0,76.0,200.0,9,73,2185,2
11559,0,0,53.0,1300.0,67,46,188,0
23245,1,0,70.0,600.0,28,24,798,4
44812,1,0,42.0,400.0,59,73,1047,2
40394,1,0,349.0,600.0,63,24,1925,4
20486,1,1,576.5800000000017,1000.0,30,24,1878,2
39274,0,0,0.0,150.0,52,73,2185,4
6314,0,0,4.0,1000.0,66,6,798,4
2294,0,0,177.0,400.0,28,73,1908,4
15592,1,1,576.5800000000017,1100.0,15,24,57,4
15326,1,0,54.0,300.0,20,37,1057,3
34271,1,0,15.0,400.0,39,73,1617,4
42898,0,0,145.0,1000.0,67,26,808,2
24441,1,0,13.0,300.0,20,36,471,2
48351,0,0,145.0,1000.0,67,26,808,4
40086,1,0,35.0,500.0,63,36,234,3
50657,0,0,0.0,500.0,84,36,1654,2
11860,1,0,59.0,300.0,14,83,1187,2
48865,1,0,66.0,600.0,72,20,614,1
4715,1,0,240.0,200.0,6,73,2280,4
1424,1,0,6.0,300.0,0,37,1316,2
32450,1,0,269.0,550.0,22,24,716,2
21710,0,0,17.0,400.0,0,73,1682,4
34496,1,0,28.0,500.0,0,73,1857,4
26894,1,0,197.0,400.0,22,73,2235,2
50798,0,0,5.0,300.0,84,73,266,2
4026,1,0,163.0,250.0,6,82,2039,2
930,1,0,113.0,400.0,28,86,1467,2
10224,0,0,22.0,200.0,0,44,1094,3
6022,1,0,7.0,150.0,8,73,1617,4
10218,0,0,213.0,450.0,0,73,2006,3
2993,1,0,30.0,400.0,30,16,492,2
6937,1,0,576.5800000000017,450.0,84,36,1279,2
7775,1,0,244.0,400.0,9,73,281,4
37203,1,0,34.0,300.0,85,62,68,4
31411,0,0,46.0,600.0,39,16,556,4
41410,1,1,266.0,1000.0,9,25,1821,2
27765,1,0,38.0,400.0,39,36,1617,2
36157,0,0,0.0,150.0,0,73,1654,2
4387,1,1,218.0,750.0,54,24,1966,2
5946,0,0,576.5800000000017,1300.0,8,25,2185,4
40941,1,1,576.5800000000017,900.0,84,20,10,2
25219,1,0,386.0,500.0,34,73,474,2
33206,1,0,178.0,800.0,39,24,1865,2
4004,1,0,7.0,500.0,72,36,2264,2
12978,0,0,14.0,250.0,75,73,2185,4
3384,0,0,8.0,100.0,4,73,2337,4
31814,0,0,29.0,600.0,22,24,1876,4
28625,0,0,4.0,300.0,43,62,51,4
14839,1,0,69.0,750.0,26,24,716,2
24211,1,0,4.0,100.0,35,73,763,2
37913,1,0,79.0,350.0,14,75,1202,2
24416,0,0,73.0,450.0,2,24,411,2
27305,1,0,23.0,350.0,0,73,2253,2
45561,1,1,42.0,300.0,26,73,1289,3
4614,1,0,32.0,200.0,6,73,1969,4
16492,1,0,9.0,300.0,72,37,1057,2
26726,1,0,576.5800000000017,550.0,22,24,1822,2
44982,1,0,26.0,400.0,42,73,209,2
38506,0,0,22.0,200.0,74,0,227,3
22586,0,0,176.0,450.0,28,24,1617,2
11544,0,1,576.5800000000017,1300.0,67,24,1533,0
35845,1,0,110.0,400.0,44,86,1382,2
42657,1,0,10.0,300.0,20,86,1063,2
32628,1,0,289.0,400.0,3,73,6,2
20525,1,0,51.0,300.0,43,73,854,2
21834,1,0,7.0,400.0,0,16,597,1
37803,0,0,44.0,1100.0,81,16,676,1
42191,1,1,190.0,1300.0,75,25,1902,0
9363,1,1,576.5800000000017,1300.0,43,24,861,2
44958,1,0,22.0,500.0,26,86,1271,2
47499,1,0,576.5800000000017,750.0,77,24,886,2
29699,1,0,62.0,400.0,30,73,447,2
11440,1,0,187.0,500.0,28,16,500,4
41616,1,0,217.0,650.0,54,24,850,4
7453,1,0,15.0,600.0,84,36,1020,2
40744,0,0,4.0,400.0,54,36,1888,2
21489,0,0,134.0,650.0,28,24,1682,4
29277,0,1,32.0,1000.0,43,24,1682,0
3993,1,0,18.0,300.0,72,56,2399,2
13836,0,0,12.0,300.0,19,86,1969,2
19813,1,0,6.0,400.0,0,86,1428,2
50886,0,0,7.0,200.0,84,11,335,2
42151,0,0,49.0,1100.0,54,30,910,5
13746,0,0,0.0,200.0,19,0,234,2
7624,1,0,16.0,900.0,54,73,1485,2
39010,1,0,5.0,300.0,75,73,2185,4
5630,1,0,576.5800000000017,300.0,20,73,1617,2
24552,1,0,0.0,150.0,34,73,2113,2
31071,0,1,114.0,1300.0,43,57,2068,4
9476,1,0,44.0,250.0,28,56,2326,2
19031,0,0,5.0,200.0,31,73,345,4
22435,1,0,298.0,450.0,7,73,416,2
41022,1,0,50.0,250.0,9,37,1057,2
26333,1,0,37.0,400.0,34,80,1204,4
16566,1,0,39.0,450.0,22,24,1617,2
47892,0,0,11.0,450.0,14,24,1617,2
17172,1,0,576.5800000000017,300.0,22,73,1682,4
29924,1,0,457.0,1000.0,44,24,720,2
14903,1,0,0.0,300.0,75,73,1753,2
22301,1,0,70.0,400.0,1,37,1170,2
36050,0,0,39.0,400.0,0,73,1682,2
5654,0,0,576.5800000000017,550.0,66,24,720,2
2696,1,0,146.0,400.0,1,11,301,2
7118,1,0,518.0,1300.0,84,24,1617,2
17375,1,0,240.0,800.0,7,24,51,4
10425,1,0,15.0,700.0,0,73,1688,4
6666,1,0,34.0,200.0,45,37,1413,6
7226,0,0,6.0,500.0,84,73,1654,2
7677,1,0,67.0,400.0,9,0,227,3
5881,1,0,29.0,300.0,79,0,234,3
11940,0,0,47.0,750.0,79,16,648,2
29376,1,0,77.0,300.0,0,86,1210,2
1449,1,0,12.0,250.0,0,73,1116,2
27667,0,0,89.0,300.0,43,73,1868,2
43353,0,0,576.5800000000017,1200.0,49,68,1049,4
15179,0,0,15.0,100.0,81,73,2185,2
33314,0,0,15.0,1000.0,0,6,1617,2
5559,1,0,38.0,300.0,20,73,280,2
49728,0,0,393.0,200.0,72,37,1318,4
16009,1,0,170.0,400.0,22,73,830,2
358,1,0,45.0,300.0,1,11,315,2
20120,1,0,22.0,500.0,0,86,1735,2
43268,0,1,576.5800000000017,1300.0,49,25,1108,4
18768,0,0,434.0,500.0,26,24,2185,4
32713,1,0,10.0,600.0,0,73,245,2
19348,0,0,48.0,900.0,26,6,1258,6
2875,1,1,553.0,900.0,30,24,1370,2
8444,1,0,576.5800000000017,600.0,44,73,1541,2
38592,1,1,509.0,1300.0,49,25,788,4
48891,1,1,348.0,1000.0,6,16,540,1
40064,0,0,9.0,500.0,68,0,244,3
13069,1,1,552.0,1200.0,74,24,807,4
4684,1,0,80.0,300.0,6,73,1617,4
34086,1,0,24.0,550.0,45,16,492,4
2119,1,0,51.0,200.0,3,73,1182,4
38159,1,0,0.0,200.0,20,73,1116,2
31476,1,0,576.5800000000017,250.0,39,73,1649,4
18463,1,0,45.0,450.0,26,36,2055,2
40915,1,0,221.0,250.0,84,56,2350,2
38187,1,0,253.0,500.0,26,36,1928,2
51366,0,0,49.0,400.0,84,73,2071,4
20093,0,0,128.0,400.0,30,36,1059,2
12419,0,0,35.0,150.0,14,83,1558,3
23274,0,0,25.0,550.0,28,24,1645,4
35892,1,0,33.0,150.0,0,73,1617,2
38967,1,0,79.0,500.0,66,73,2196,4
51515,0,0,51.0,500.0,84,52,96,4
50741,0,0,8.0,250.0,84,73,1782,2
40468,0,1,96.0,1100.0,53,6,1235,5
32375,1,0,286.0,150.0,22,73,2185,2
42051,0,0,43.0,250.0,33,73,1430,4
9298,1,1,342.0,450.0,42,73,1081,2
28945,0,0,70.0,1300.0,25,6,1682,4
5959,0,0,24.0,450.0,8,16,516,4
35727,1,0,310.0,750.0,30,16,562,2
30932,0,0,493.0,500.0,44,37,1080,3
22196,1,0,9.0,600.0,36,24,88,2
44608,1,0,4.0,150.0,57,73,2099,4
16535,1,0,22.0,300.0,39,73,720,2
32796,1,0,22.0,400.0,26,73,1205,2
41189,1,0,34.0,800.0,54,24,1683,2
46198,1,0,143.0,400.0,53,37,1323,2
37927,1,0,111.0,300.0,79,73,110,2
20758,1,0,4.0,200.0,28,56,875,2
41124,1,0,56.0,800.0,54,24,864,2
31305,1,1,576.5800000000017,900.0,41,16,556,4
51051,0,1,576.5800000000017,1300.0,84,8,1229,4
21467,1,0,177.0,500.0,0,73,281,4
31007,1,0,0.0,300.0,18,37,1057,3
13129,0,0,13.0,200.0,81,73,1617,4
32545,1,0,64.0,400.0,0,73,1430,2
28939,1,1,21.0,700.0,25,24,93,4
47727,0,0,41.0,100.0,66,73,292,2
19980,1,0,265.0,700.0,30,16,564,2
15859,1,0,22.0,500.0,7,86,2266,2
32811,1,0,9.0,250.0,0,37,1080,2
39904,1,0,36.0,1200.0,87,25,2175,2
10967,0,1,320.0,1200.0,43,24,1483,4
45836,0,1,576.5800000000017,1300.0,16,72,1021,4
2339,1,0,321.0,400.0,28,73,1742,4
7219,0,0,23.0,350.0,84,73,390,2
49077,1,0,130.0,350.0,22,37,1063,2
26529,0,0,46.0,1100.0,16,24,1617,0
1420,0,0,177.0,400.0,3,73,1543,2
31855,1,1,49.0,300.0,0,16,523,4
49164,1,0,61.0,400.0,22,73,146,2
18928,0,0,12.0,300.0,26,73,2262,4
15759,0,1,324.0,1300.0,15,57,1944,5
15404,1,0,431.0,550.0,20,24,1596,4
1124,1,0,167.0,400.0,30,73,2266,2
38747,1,0,86.0,1300.0,62,7,1005,4
49213,1,0,576.5800000000017,500.0,72,40,1322,2
33399,0,0,0.0,400.0,22,73,1682,2
36455,0,0,366.0,300.0,42,38,1059,3
27644,1,0,253.0,500.0,26,36,1928,2
44010,1,0,409.0,350.0,57,73,1306,2
48803,0,1,551.0,1300.0,50,30,1954,5
18678,0,0,542.0,1200.0,26,24,2158,4
21542,0,0,194.0,400.0,28,24,2266,4
45021,1,0,6.0,300.0,26,86,1294,2
9213,1,0,307.0,600.0,0,36,1452,2
11604,0,0,576.5800000000017,600.0,12,16,492,1
47112,1,0,71.0,500.0,53,78,1296,4
46705,0,0,12.0,100.0,53,41,1057,3
49398,1,0,105.0,700.0,22,24,1699,2
19133,0,1,303.0,1300.0,59,46,1617,4
37232,1,0,137.0,300.0,0,73,2031,4
15708,0,0,13.0,200.0,81,73,2211,4
34883,1,0,115.0,600.0,44,86,2055,2
18588,1,0,64.0,200.0,16,37,1086,3
47015,1,0,86.0,600.0,53,24,1423,4
47437,1,0,266.0,850.0,67,24,858,2
7313,0,0,0.0,250.0,84,73,1644,2
24585,0,0,259.0,200.0,34,37,1318,3
13740,0,0,5.0,400.0,19,73,1759,2
27606,1,0,54.0,600.0,0,36,370,2
38516,0,0,17.0,150.0,8,37,1057,3
25900,1,0,10.0,500.0,35,86,2121,3
1272,1,0,64.0,750.0,28,24,2199,2
24022,1,0,220.0,500.0,24,24,788,2
50258,1,0,63.0,900.0,84,24,1485,2
24151,0,0,83.0,500.0,34,73,1890,2
29232,1,1,576.5800000000017,1200.0,43,6,961,5
34986,1,1,576.5800000000017,800.0,28,24,84,2
40796,0,0,19.0,500.0,54,73,2033,2
46988,1,0,290.0,700.0,53,20,1073,4
11007,1,0,65.0,800.0,43,24,131,4
17061,1,0,29.0,550.0,22,24,1928,4
32659,1,0,576.5800000000017,750.0,44,24,1385,2
539,0,0,16.0,150.0,4,5,262,3
46406,1,0,33.0,300.0,82,73,392,2
11536,0,0,19.0,600.0,22,6,1818,6
47919,0,0,10.0,200.0,8,50,2266,2
43435,0,0,135.0,800.0,77,24,1363,4
21763,0,0,203.0,900.0,28,24,1838,0
50499,0,0,18.0,250.0,84,16,543,2
48951,1,0,90.0,600.0,72,36,1544,2
40475,0,0,35.0,800.0,73,25,1928,5
3698,0,0,10.0,200.0,74,73,345,4
49918,0,0,6.0,350.0,6,50,1617,4
11491,0,1,165.0,1100.0,0,6,1229,6
50846,0,0,21.0,600.0,84,24,1437,2
19178,0,1,271.0,1300.0,50,46,1373,4
34897,1,0,291.0,400.0,42,36,1617,2
46788,1,0,96.0,400.0,63,24,2282,4
31363,1,0,69.0,1000.0,44,24,1516,4
20025,1,0,8.0,500.0,28,85,234,2
2673,1,0,11.0,150.0,0,11,318,2
28231,0,0,128.0,200.0,43,37,1316,3
40722,1,0,223.0,700.0,33,24,1309,2
23615,1,1,553.0,900.0,30,24,1370,4
19007,1,0,224.0,600.0,31,24,65,4
35797,1,0,515.0,750.0,45,24,794,2
43924,0,0,576.5800000000017,1100.0,12,7,1236,6
43667,0,0,11.0,250.0,67,73,2262,4
10070,0,0,16.0,500.0,43,73,2074,2
41767,1,0,576.5800000000017,500.0,54,73,1669,4
4846,0,0,197.0,700.0,72,24,1682,4
45045,1,1,576.5800000000017,1300.0,26,24,15,2
28763,1,0,10.0,300.0,39,73,1682,4
21865,1,0,502.0,400.0,28,86,400,2
29620,1,0,205.0,250.0,43,73,1116,2
555,1,1,349.0,1200.0,1,24,2145,4
49862,1,1,37.0,1300.0,6,24,828,4
32962,1,0,7.0,300.0,22,73,1853,2
48454,1,0,19.0,200.0,8,73,753,4
18530,1,0,36.0,250.0,26,37,1057,3
30347,1,0,14.0,350.0,0,73,1341,2
45229,1,0,93.0,300.0,33,86,1430,2
5862,0,0,19.0,1000.0,49,35,1057,3
392,1,0,23.0,250.0,30,83,1547,2
19493,1,0,576.5800000000017,450.0,76,36,1279,2
40956,1,0,39.0,250.0,54,16,695,2
18997,1,0,426.0,500.0,31,24,59,4
18676,1,1,576.5800000000017,1300.0,26,24,205,4
5441,1,1,225.0,1300.0,50,7,165,2
4680,1,0,163.0,250.0,6,82,2039,4
38740,0,1,300.0,750.0,74,16,642,4
2541,1,0,12.0,300.0,4,86,345,2
4207,1,0,31.0,600.0,72,24,798,2
27616,1,0,34.0,350.0,22,74,241,2
2519,0,0,108.0,700.0,30,16,608,1
16667,1,0,12.0,600.0,19,24,360,2
24228,1,0,120.0,150.0,35,39,302,2
29954,1,0,95.0,700.0,0,36,1995,2
9335,1,0,391.0,750.0,45,24,1264,2
36842,1,0,172.0,550.0,43,24,1982,4
21575,1,0,43.0,250.0,0,73,2022,4
14728,1,1,378.0,1200.0,26,24,2380,2
22944,1,0,0.0,400.0,0,73,738,2
18536,1,0,9.0,100.0,26,56,1316,3
31731,1,0,36.0,200.0,0,73,1469,4
37026,1,0,17.0,400.0,42,73,392,4
31698,1,0,576.5800000000017,500.0,0,73,1682,4
10412,1,0,464.0,500.0,0,16,507,4
45717,0,0,36.0,700.0,78,24,1982,4
7018,1,0,180.0,550.0,9,77,472,2
3501,1,0,136.0,350.0,30,73,2235,4
5980,0,1,36.0,1300.0,8,24,985,4
44464,1,0,140.0,650.0,57,24,1314,4
32961,1,0,96.0,350.0,39,73,1853,2
10602,1,0,15.0,400.0,0,73,1126,4
40399,0,0,36.0,300.0,63,73,2185,4
12616,1,1,500.0,1300.0,49,25,788,4
17529,1,1,576.5800000000017,1100.0,26,25,1617,0
2096,1,0,576.5800000000017,400.0,3,73,1617,4
47788,0,0,14.0,200.0,81,73,2211,2
37200,1,0,576.5800000000017,500.0,0,73,1894,4
26381,0,0,54.0,300.0,2,73,56,4
7187,0,0,50.0,300.0,54,37,1059,2
29857,1,1,576.5800000000017,1000.0,22,24,1518,2
42615,1,0,124.0,450.0,26,17,513,2
39514,1,0,559.0,500.0,63,86,1939,2
24050,1,0,17.0,650.0,56,16,492,2
19477,0,0,11.0,500.0,0,16,632,1
38943,1,0,18.0,200.0,50,73,2185,4
23948,1,0,306.0,400.0,56,73,1870,2
43151,1,1,515.0,800.0,74,24,1570,3
540,0,0,8.0,250.0,4,0,234,3
49472,0,0,128.0,600.0,6,5,251,2
1882,0,0,13.0,300.0,76,55,1323,3
5803,1,0,140.0,600.0,12,24,1617,2
14566,0,1,410.0,1300.0,19,6,1250,5
38657,0,0,576.5800000000017,1300.0,12,57,989,4
25650,0,0,4.0,400.0,35,73,885,2
36851,1,0,26.0,400.0,44,73,1469,4
51391,1,0,36.0,600.0,84,50,80,4
7902,0,0,69.0,1200.0,84,25,2008,4
24696,1,0,201.0,650.0,34,24,2181,4
30128,1,1,576.5800000000017,900.0,43,26,927,2
21714,0,0,63.0,500.0,0,16,492,4
23805,0,0,24.0,400.0,0,73,1627,4
2797,1,0,178.0,400.0,28,37,1057,2
35294,1,0,10.0,500.0,28,50,2196,2
19373,1,1,576.5800000000017,1200.0,79,25,37,6
26468,1,0,55.0,400.0,24,73,1719,4
47827,1,0,34.0,550.0,74,24,1791,2
35596,1,0,195.0,400.0,0,73,1617,2
17586,1,0,420.0,400.0,26,40,1069,1
15795,0,1,174.0,1300.0,72,7,1263,0
3470,0,1,102.0,800.0,30,16,548,4
21780,1,0,510.0,1000.0,28,23,647,1
44434,0,0,421.0,1000.0,57,24,930,4
32822,1,0,13.0,400.0,0,36,1682,2
34867,0,0,63.0,500.0,0,16,492,1
26641,1,0,58.0,250.0,22,86,2143,2
6214,1,0,158.0,1300.0,27,24,863,4
30577,0,0,17.0,800.0,18,24,1682,2
33434,0,0,0.0,300.0,0,73,2211,2
40389,0,0,68.0,450.0,63,73,2262,4
32106,1,0,457.0,1000.0,44,24,720,0
45127,1,0,98.0,500.0,59,36,1191,2
34811,0,0,576.5800000000017,700.0,44,16,537,1
46161,1,0,274.0,600.0,53,16,581,1
43250,0,0,576.5800000000017,800.0,66,24,52,4
22184,1,0,181.0,250.0,30,11,340,2
15381,1,0,9.0,300.0,81,84,1560,3
25932,0,0,10.0,400.0,34,2,238,3
37814,1,0,118.0,300.0,79,73,1682,2
37580,0,0,576.5800000000017,1300.0,44,68,39,5
50402,1,0,201.0,550.0,84,24,89,2
32561,0,0,576.5800000000017,650.0,42,16,585,2
32080,1,0,130.0,1200.0,39,25,885,6
162,1,0,195.0,800.0,30,24,844,2
11828,1,0,109.0,500.0,74,24,874,2
9713,1,0,18.0,200.0,39,73,1469,2
16398,1,0,82.0,400.0,39,73,2119,2
25608,1,0,6.0,600.0,34,16,506,2
47274,0,1,158.0,1100.0,15,24,2017,0
40607,1,0,4.0,450.0,54,73,1682,2
13458,1,0,70.0,350.0,19,73,2280,2
7542,1,0,8.0,400.0,9,73,1818,2
17155,1,0,60.0,400.0,22,73,1866,4
42716,1,0,97.0,650.0,27,19,539,2
8669,1,0,261.0,700.0,22,24,1444,2
25699,1,0,178.0,400.0,20,36,1133,2
38687,1,0,55.0,1300.0,8,24,1399,4
47607,1,0,22.0,250.0,20,37,1323,2
46601,0,0,30.0,500.0,53,73,1274,2
48168,0,0,576.5800000000017,700.0,67,24,416,4
28701,0,0,0.0,100.0,45,73,2195,4
11446,0,1,165.0,1100.0,0,6,1229,5
29859,1,0,11.0,200.0,0,11,1401,2
32105,1,1,576.5800000000017,600.0,44,24,1617,0
33861,1,0,490.0,750.0,44,24,2071,4
7529,1,0,42.0,300.0,9,73,1704,2
46274,1,1,576.5800000000017,1100.0,63,25,1005,2
22081,1,0,349.0,600.0,28,24,864,2
37371,0,0,8.0,600.0,0,24,457,4
6704,0,0,23.0,1300.0,67,6,1229,6
10277,0,0,576.5800000000017,400.0,43,37,1057,3
35979,0,1,576.5800000000017,1000.0,43,71,1240,2
31275,0,0,576.5800000000017,650.0,42,24,716,4
9985,0,0,118.0,800.0,30,24,1660,2
28493,1,1,576.5800000000017,900.0,41,16,556,4
20173,1,0,319.0,100.0,4,73,2185,2
10921,1,1,576.5800000000017,600.0,44,24,1617,4
33405,0,0,0.0,150.0,42,36,292,2
27692,0,0,7.0,600.0,0,36,416,2
8407,1,0,147.0,400.0,0,73,1453,2
43265,0,1,576.5800000000017,1300.0,67,24,1099,4
302,1,0,95.0,150.0,1,73,2304,2
18047,1,0,21.0,500.0,26,73,51,2
22104,1,0,37.0,400.0,28,73,1042,2
13434,1,0,216.0,500.0,19,24,1769,2
20195,1,0,126.0,400.0,30,73,2266,2
30014,1,0,127.0,400.0,30,73,2266,2
32880,1,0,42.0,250.0,22,37,1323,2
47487,0,0,576.5800000000017,550.0,66,24,720,2
1810,1,0,6.0,500.0,7,73,1700,2
9730,1,0,0.0,600.0,0,86,1788,2
43966,0,0,15.0,1300.0,66,25,1719,6
37847,1,0,107.0,500.0,81,36,1669,2
42501,1,0,48.0,300.0,79,73,1617,2
51219,1,0,19.0,750.0,84,24,446,4
26029,0,0,6.0,800.0,35,24,1265,4
43770,0,0,54.0,500.0,20,24,2287,4
33795,0,0,9.0,300.0,0,83,1547,3
31546,0,0,0.0,200.0,39,73,1682,4
11865,1,0,17.0,200.0,79,37,1317,2
47838,0,0,7.0,300.0,67,73,2266,2
30398,0,0,117.0,500.0,0,36,1682,2
49013,1,0,8.0,500.0,72,36,2264,2
51472,1,0,38.0,300.0,84,73,2031,4
3455,1,0,429.0,700.0,30,24,98,4
32114,1,1,459.0,1300.0,45,25,1617,0
42420,1,0,576.5800000000017,700.0,79,16,584,2
29614,1,0,167.0,300.0,43,36,54,2
25223,1,0,17.0,300.0,56,73,75,2
2772,1,0,21.0,200.0,4,37,1323,2
33034,1,0,56.0,500.0,43,73,1116,2
38903,0,0,9.0,400.0,66,16,492,4
51102,1,1,576.5800000000017,1100.0,84,26,1420,4
232,0,0,0.0,300.0,4,0,234,2
45771,1,0,133.0,500.0,78,73,1829,4
42240,1,0,576.5800000000017,700.0,79,16,584,1
28271,1,0,41.0,400.0,16,38,1059,3
2874,1,0,0.0,1300.0,45,24,1105,2
15537,1,0,92.0,500.0,14,73,474,4
46700,1,0,4.0,200.0,53,86,227,3
23190,1,1,561.0,800.0,28,24,1617,4
4265,1,0,35.0,400.0,39,36,1617,2
3112,0,0,64.0,250.0,1,73,1123,2
47615,1,0,9.0,300.0,81,84,1560,2
51406,0,0,10.0,300.0,84,73,1289,4
3379,1,0,177.0,500.0,4,73,2123,4
34949,1,0,101.0,350.0,0,24,2266,2
10910,0,0,576.5800000000017,800.0,43,24,85,4
9888,1,0,74.0,600.0,44,36,2055,2
13026,0,0,0.0,100.0,75,73,1617,4
26280,1,0,72.0,250.0,2,73,763,4
49051,1,0,9.0,300.0,72,37,1057,2
17866,1,0,148.0,450.0,8,50,235,2
7059,1,0,41.0,500.0,54,73,1949,2
38151,1,0,576.5800000000017,650.0,12,24,51,2
7054,1,1,576.5800000000017,1300.0,84,24,1397,2
43571,1,0,56.0,400.0,77,73,379,4
35206,1,0,576.5800000000017,400.0,43,73,1116,2
48227,0,0,469.0,1300.0,49,29,223,4
4887,0,0,23.0,300.0,72,11,339,4
17410,0,1,52.0,1300.0,72,57,1056,4
40137,0,0,39.0,400.0,53,73,2155,4
34210,1,0,576.5800000000017,600.0,45,73,475,4
22373,1,0,6.0,100.0,30,11,292,2
40004,1,0,87.0,400.0,53,2,234,3
